FunctionID_f,AvgServiceTimeMillisec,Invocations30Days
7418,105,54076
7419,52,17280
7420,1836,1106
7421,2171,1
7422,1057,20011
7423,131,105
7424,1,4608
7425,1197,14
7426,6373,2
7427,1253,1
7428,17762,2
7429,1038,192
7430,101,288
7431,15,1
7432,2588,1
7433,1480,48
7434,130,1
7435,2689,6
7436,1269,26
7437,245466,1
7438,202,1
7439,1286,1
7440,3502,349
7441,16244,1
7442,225,1209
7443,102,21
7444,1,17249
7445,368,288
7446,54,41396
7447,165,289
7448,1,1
7449,1312,24
7450,11567,9
7451,9503,1
7452,86,288
7453,10188,2
7454,1699,2
7455,1317,1
7456,12993,5
7457,211,5
7458,4288,96
7459,10077,5
7460,134,6
7461,426,288
7462,11571,1
7463,222,1440
7464,1,17305
7465,1118,1
7466,5637,144
7467,70513,1
7468,132,1440
7469,1,11
7470,1094,19
7471,5148,94
7472,2433,1
7473,590,18
7474,1188,1
7475,8170,3
7476,15,288
7477,1448,288
7478,1250,1
7479,1359,2
7480,107,41
7481,301360,5
7482,169,144
7483,49841,2123
7484,112,480
7485,1024,1
7486,381,1437
7487,19754,1
7488,1648,739
7489,1,31050
7490,1073,144
7491,1600,34
7492,1002,96
7493,1203,96
7494,114,9592
7495,398,11
7496,326,288
7497,2044,24
7498,114229,10
7499,874,1
7500,378,480
7501,907,288
7502,1,1
7503,189,12
7504,293,1
7505,11,1997
7506,10,191
7507,103,66
7508,232,48
7509,13,802
7510,4823,24
7511,11202,1
7512,1203,288
7513,15351,480
7514,32,1
7515,1253,3
7516,1592,96
7517,186,1860
7518,30,1
7519,146,288
7520,1,3
7521,250,4
7522,143,287
7523,206,1
7524,16,3
7525,13240,49
7526,18,1
7527,218194,1
7528,115,18
7529,6294,1
7530,1035,1
7531,1197,40
7532,675,15
7533,2137,1
7534,2,288
7535,1,1440
7536,5610,288
7537,751,62
7538,43,289
7539,19331,22
7540,1711,4
7541,10330,1
7542,80,114
7543,100,24
7544,107,8
7545,1281,2
7546,4752,5
7547,144,2
7548,3017,1
7549,10629,288
7550,1186,5
7551,15811,96
7552,104,28
7553,781,7
7554,1616,1
7555,156,2
7556,1025,2868
7557,107,4320
7558,1,1
7559,15,1
7560,1006,1
7561,1074,70
7562,100,3
7563,15433,3
7564,187797,1
7565,265,1
7566,120,288
7567,506,1
7568,3377,144
7569,61,288
7570,34,13
7571,1172,1
7572,477,183
7573,2036,288
7574,316,229
7575,16397,2
7576,1026,2
7577,1433,24
7578,158,96
7579,557,3
7580,1922,843
7581,1146,30
7582,17,288
7583,1202,4
7584,18019,10
7585,2312,3
7586,4548,3
7587,117,1183
7588,317,63
7589,1111,288
7590,29,288
7591,7,42207
7592,19668,7
7593,1857,49
7594,1177,19
7595,1489,1
7596,19835,6
7597,15,1
7598,2531,1
7599,127,288
7600,53921,304
7601,60,3600
7602,4462,1
7603,103,8
7604,31,1
7605,22909,3
7606,453,9
7607,35,1440
7608,159,3
7609,2607,6
7610,41,41
7611,15661,1
7612,132,6
7613,12,16
7614,1,1
7615,1874,24
7616,15,1
7617,1215,46
7618,121,944
7619,1331,1
7620,839,2
7621,19284,1
7622,1655,12
7623,31,11
7624,4839,13
7625,552,1
7626,177,884
7627,12037,3
7628,600042,1
7629,9990,6199
7630,12274,1
7631,3418,91
7632,16,1
7633,1182,24
7634,1085,4
7635,29966,14
7636,637,48
7637,258,9
7638,15069,1
7639,1186,44
7640,24272,81
7641,180288,96
7642,142025,1
7643,794,144
7644,986,96
7645,80,288
7646,14,259
7647,29,1
7648,864,8121
7649,335,24
7650,121,49203
7651,40,360
7652,1045,164
7653,3593,12
7654,39286,5
7655,1007,780
7656,107,96
7657,11170,1
7658,1671,1
7659,7491,99
7660,17,1
7661,6979,24
7662,805,4
7663,1111,1
7664,159,97
7665,101,6
7666,1817,1
7667,1053,1437
7668,12258,2
7669,4706,1
7670,106,12
7671,39855,1
7672,100,597
7673,1116,24
7674,76,2880
7675,1,1440
7676,1,120
7677,135651,5
7678,74,18
7679,150,288
7680,1244,8
7681,524,1
7682,240,261
7683,15,1
7684,142,455079
7685,3,11522
7686,17090,3
7687,129,360
7688,1107,24
7689,201,8
7690,151,288
7691,11,1
7692,19777,24
7693,1758,1
7694,276,1
7695,255,248469
7696,10256,1
7697,522,288
7698,29291,20
7699,141,24
7700,3912,1
7701,609,1
7702,1241,281
7703,1047,1
7704,100,48
7705,8347,5
7706,6493,1
7707,32,17
7708,105,309
7709,3958,1
7710,1661,1
7711,4487,96
7712,30022,1436
7713,170,7
7714,12,288
7715,92,1950
7716,1004,5
7717,8281,2
7718,250,2851
7719,227,1445
7720,1500,1
7721,5929,96
7722,1363,1
7723,547,192
7724,264995,4
7725,21603,24
7726,33,1
7727,1230,16
7728,130,7
7729,1,1
7730,277,5057
7731,146,1752
7732,412,378
7733,569,1
7734,1188,4
7735,1030,124
7736,1,288
7737,1,288
7738,1007,67
7739,426,288
7740,431,1
7741,10617,1
7742,2687,1440
7743,1,1
7744,3282,1
7745,1,2
7746,2731,1440
7747,3544,1
7748,15,1
7749,365,24
7750,8,4
7751,148,4
7752,1,267106
7753,169,1
7754,10,26161
7755,29,1
7756,131,480
7757,11,1
7758,2717,96
7759,1326,286
7760,245,1
7761,14263,1
7762,102,1
7763,2731,1
7764,3810,1
7765,109,1
7766,1002,3
7767,159,24
7768,1428,96
7769,111,8197
7770,1068,18
7771,1,1
7772,275841,18
7773,1,1
7774,108,307
7775,1965,6
7776,1,34450
7777,58,144
7778,112,2
7779,178,59
7780,1,1
7781,12,20
7782,1761,36
7783,4703,1
7784,2984,1
7785,230,89
7786,16,1
7787,1004,2
7788,202,323
7789,2301,264
7790,31163,24
7791,10412,33
7792,11,18070
7793,1211,1
7794,15,363228
7795,1054,1
7796,1218,6
7797,28,1
7798,17,1
7799,298,288
7800,92489,1
7801,33681,288
7802,6289,2
7803,105,3773
7804,14783,288
7805,1984,9
7806,950,4318
7807,11948,93
7808,137,1964
7809,1172,1440
7810,180,65
7811,10728,24
7812,1118,1
7813,232,288
7814,3,288
7815,555,12
7816,527,2
7817,188,72
7818,1596,1
7819,4671,5
7820,95,185
7821,1023,451
7822,22890,1
7823,124,288
7824,180620,1
7825,35458,8
7826,1428,33
7827,259,5
7828,196,286
7829,109,1
7830,154,1362
7831,395,2
7832,239,463
7833,125,8
7834,128,88
7835,1423,29
7836,1,1
7837,3,43
7838,13124,6
7839,17,1
7840,19282,1
7841,3078,8616
7842,1944,389
7843,4490,288
7844,655,12
7845,14681,49
7846,946,7
7847,1,1
7848,23,2
7849,16,4
7850,170,2
7851,264,1
7852,10040,1185
7853,120,9
7854,1,480
7855,108387,3
7856,10927,1
7857,104,3
7858,37,285542
7859,35,24
7860,1,1376
7861,12776,1
7862,116,35
7863,1,1440
7864,126,153
7865,444,1440
7866,1252,1
7867,36803,1
7868,1570,544
7869,10,1
7870,1684,1
7871,26887,1
7872,102,96
7873,1311,1
7874,27051,3
7875,1686,28
7876,116,10
7877,13,1
7878,57790,1
7879,104,288
7880,105,1
7881,1503,22
7882,236,37
7883,2162,1
7884,43093,1
7885,82,1440
7886,9701,344
7887,1281,1
7888,1345,4
7889,11244,156
7890,19,1
7891,1657,1
7892,29,2
7893,512,16
7894,2302,288
7895,734,2
7896,27549,1
7897,28512,1
7898,1,17276
7899,207,3
7900,1,65823
7901,339,144
7902,404,1920
7903,1535,1
7904,3343,48
7905,12663,2
7906,1020,1
7907,1657,1
7908,11667,3
7909,4750,1
7910,353,423
7911,105,374334
7912,356,288
7913,1120,2138
7914,218883,9
7915,31206,47
7916,1,2
7917,1136,288
7918,1684,1
7919,103,136
7920,101,253215
7921,1,720
7922,1109,6
7923,1,1
7924,2447,2
7925,529,127
7926,5120,72
7927,42766,288
7928,20090,1
7929,2730,225
7930,4692,1
7931,101367,1
7932,1219,2
7933,382,289
7934,456,4
7935,134,1440
7936,1402,2974
7937,1320,27
7938,431,2
7939,1388,2631
7940,1546,1
7941,1325,26
7942,17881,53
7943,1125,24
7944,1038,16
7945,1,1
7946,195,6
7947,995,24
7948,1011,561
7949,125,1
7950,313,48
7951,1112,8
7952,12433,12
7953,197,3
7954,695,1
7955,136,288
7956,136,2
7957,1,1
7958,978,85
7959,4763,2
7960,1035,1
7961,13925,11
7962,1,1
7963,81528,1
7964,1518,4
7965,1155,1
7966,156,1
7967,14,1
7968,1297,10
7969,5561,1
7970,109,1
7971,3642,44
7972,114,2520
7973,7,1440
7974,2309,1
7975,31,1
7976,343,2
7977,12,17207
7978,1129,1
7979,254,2
7980,7384,2
7981,1,288
7982,42890,5
7983,19005,48
7984,172,288
7985,255,10
7986,1418,6
7987,3299,1
7988,2279,10
7989,2961,17
7990,2606,3
7991,744,22
7992,1,1
7993,16386,1
7994,128,1440
7995,108,1440
7996,12,20
7997,384,2
7998,1838,437
7999,293,3
8000,10819,1966
8001,2,24
8002,46,1
8003,1179,8304
8004,1736,13
8005,116,346
8006,1748,431
8007,12,184
8008,1191,76
8009,46,2
8010,15,1
8011,179,26
8012,236,2
8013,229,11979
8014,16,1
8015,1266,24
8016,5849,8878
8017,300196,1
8018,2997,2
8019,450,5
8020,116,1
8021,3172,24
8022,846,96
8023,64624,1
8024,264,71
8025,1116,4
8026,1611,8
8027,16443,1
8028,82,1440
8029,182,96
8030,14,1
8031,15,2
8032,102,780
8033,436,1440
8034,2,1440
8035,11019,1
8036,1018,6
8037,102345,2
8038,1,288
8039,2265,1
8040,27,2
8041,1744,922
8042,768,480
8043,541,288
8044,4688,12
8045,160,17
8046,61,10
8047,5959,1
8048,119,5740
8049,360,52
8050,2141,240
8051,437,1
8052,1003,96
8053,345,48
8054,154,480
8055,4105,1440
8056,1341,4
8057,103,6
8058,32,173
8059,1804,10
8060,755,24
8061,1,720
8062,1830,1
8063,878,1
8064,14,3
8065,2575,20
8066,47,26869
8067,14,2
8068,130,288
8069,591,3
8070,8,2
8071,76404,276
8072,233,288
8073,478,288
8074,1051,36465
8075,18,20
8076,1039,114
8077,492,1
8078,1,1245
8079,12445,6
8080,188,1440
8081,50,1
8082,1054,288
8083,1050,122
8084,40,2
8085,267,288
8086,1340,1
8087,156,826
8088,15984,1
8089,6078,56
8090,46,57
8091,120,1440
8092,58661,9
8093,1357,4
8094,750,3
8095,99443,41
8096,126,2
8097,7771,15
8098,1,425753
8099,317,1436
8100,2005,6
8101,199,4
8102,2360,24
8103,4031,1
8104,360,48
8105,1,1440
8106,1109,1
8107,3763,1
8108,1,1
8109,24654,1
8110,444,1440
8111,134870,1
8112,19192,1
8113,126,9
8114,1205,24
8115,124,1
8116,252,1
8117,1515,1
8118,67,288
8119,1,1
8120,10,288
8121,1633,1
8122,1017,265
8123,4441,2
8124,724,288
8125,502,1
8126,29415,1
8127,758,605
8128,1,1440
8129,1722,1
8130,1078,1
8131,184,144
8132,10,600
8133,61,1162
8134,100,14
8135,15,3
8136,60093,3
8137,10,81
8138,149,288
8139,161505,27
8140,8909,3
8141,2311,1
8142,557,3
8143,10422,1
8144,127,5
8145,11429,1440
8146,245,47206
8147,56266,1
8148,34141,1
8149,209,2064
8150,132,8
8151,30011,16956
8152,1108,6
8153,1468,1
8154,238,1440
8155,8690,144
8156,225,7
8157,612,34
8158,353,288
8159,1927,48
8160,188,307
8161,478,2851
8162,6059,174
8163,123,224
8164,470,32
8165,1466,4
8166,1093,1155
8167,170,6
8168,10122,1
8169,1234,1
8170,10326,1
8171,188,1080
8172,1,1
8173,131506,24
8174,8270,195
8175,354,215
8176,154169,24
8177,1793,80
8178,2623,1
8179,1038,1
8180,120,1440
8181,937,96
8182,1253,3
8183,1978,24
8184,523,24
8185,1570,27
8186,30473,24
8187,85,1
8188,103,8
8189,2683,6
8190,12,1
8191,37809,1440
8192,217425,24
8193,12158,73
8194,10,2880
8195,550,20
8196,17,1
8197,185616,106
8198,20908,96
8199,1,1
8200,119,16
8201,58,2
8202,889,1
8203,4769,1
8204,3282,654
8205,1306,1
8206,36790,101
8207,369,24
8208,2072,275
8209,1156,7
8210,1330,1
8211,300391,144
8212,1,1
8213,15,1
8214,1702,1
8215,918,85700
8216,31,1
8217,5017,1
8218,5051,288
8219,2842,24
8220,701,1438
8221,393,144
8222,1406,48
8223,220,1
8224,955,480
8225,36,8428
8226,42,2
8227,1057,1
8228,70,24
8229,15,1
8230,433,8618
8231,122,24
8232,1057,27
8233,16162,1
8234,15,1
8235,10,13814
8236,12966,44
8237,150,1326
8238,469,17552
8239,223,2
8240,117,13
8241,11,11487
8242,1399,1
8243,390,2
8244,111318,810
8245,1030,20
8246,183,720
8247,332,3
8248,5008,1
8249,210,1
8250,1563,18753
8251,103522,1
8252,4,288
8253,1,4235
8254,5081,37
8255,1266,829
8256,125,288
8257,133,2874
8258,1016,274
8259,10368,1
8260,25883,1
8261,224,1440
8262,122,286
8263,35605,48
8264,71,1440
8265,1029,6
8266,1,360
8267,1888,1
8268,143428,85365
8269,1060,2255
8270,2182,7
8271,1,1
8272,181423,288
8273,14,183333
8274,1,288
8275,10192,144
8276,1118,22
8277,616,1
8278,1768,1
8279,1,1
8280,59,288
8281,4684,20
8282,3610,1
8283,1237,12
8284,1153,1
8285,3510,1
8286,1,1
8287,9124,1
8288,83,288
8289,166,1440
8290,1,1
8291,1,2880
8292,125,1693
8293,1,1
8294,48007,9
8295,10470,96
8296,1,1
8297,1012,985
8298,141,1
8299,158,1
8300,127791,1
8301,54291,32
8302,1,1
8303,2796,1
8304,107,5
8305,684,288
8306,26396,1
8307,10926,11
8308,214,288
8309,66,2
8310,153,12
8311,19774,287
8312,3645,1
8313,152,5742
8314,192569,1
8315,1098,108
8316,184083,1
8317,100,144
8318,1358,48
8319,17,5276
8320,1125,3
8321,4784,1
8322,1080,12
8323,27080,288
8324,1031,1
8325,930,141
8326,10617,765
8327,1,288
8328,1046,1
8329,17,1
8330,10346,1
8331,5340,1
8332,4263,288
8333,1198,1
8334,10605,1
8335,168,4
8336,1438,2
8337,546,2
8338,1060,43
8339,1,1433
8340,6304,1437
8341,127,48
8342,9,1
8343,6093,1
8344,1328,2
8345,812,2
8346,198,340
8347,14,2
8348,12861,6
8349,117,188
8350,189,1440
8351,542,1440
8352,1016,145
8353,1011,2
8354,13,35
8355,586,288
8356,1,1
8357,9,96
8358,10,1440
8359,13,1
8360,6655,1440
8361,31,1
8362,1093,1
8363,1265,5
8364,20751,6
8365,915,2
8366,4204,5
8367,213,44
8368,12066,96
8369,1141,116
8370,11919,1
8371,21442,1
8372,172587,1
8373,326,222277
8374,371,13
8375,102,65
8376,2615,1
8377,16510,96
8378,1489,189
8379,1,11455
8380,123,288
8381,3350,9
8382,48236,2
8383,104,19
8384,183,86
8385,382,2
8386,1025,47
8387,17,2
8388,1286,53
8389,1425,1
8390,1036,1440
8391,100,1253
8392,21516,1
8393,1,1440
8394,1123,1
8395,10,3
8396,1469,144
8397,33,288
8398,10405,3
8399,109547,24
8400,11,288
8401,638,48
8402,1,1152
8403,104,14582
8404,18,1
8405,25399,1
8406,18,3
8407,1,288
8408,1,288
8409,143,17830
8410,1511,3
8411,13831,1
8412,1537,5
8413,33,2
8414,1751,1440
8415,1073,116
8416,1,1
8417,63,1
8418,4206,1
8419,1012,117
8420,222,275
8421,11842,46
8422,2682,1
8423,14960,8
8424,331,5
8425,4,90213
8426,1103,10
8427,1,1440
8428,54919,1
8429,1015,1
8430,2476,1
8431,217,288
8432,100,54
8433,1416,7
8434,190,288
8435,1214,24
8436,10185,1
8437,8568,12
8438,1,288
8439,492,288
8440,1058,288
8441,11,1
8442,152,1440
8443,1821,26
8444,115,23
8445,1003,300
8446,23094,7
8447,1035,18394
8448,1054,5
8449,8353,485
8450,400,1440
8451,15270,1
8452,361,100
8453,45,1404
8454,59467,24
8455,1,288
8456,6311,6
8457,18566,1
8458,171,1
8459,31,1
8460,1011,1417
8461,2386,1
8462,2804,12
8463,141,5720
8464,829,5
8465,339,2448
8466,23,62
8467,715,74
8468,1370,24
8469,152,1
8470,1,288
8471,15,1307
8472,1,288
8473,1,1440
8474,1322,10
8475,1743,15
8476,1220,465
8477,1388,1
8478,80,1
8479,20,2
8480,41,288
8481,3,288
8482,145,1440
8483,1051,1
8484,9734,1
8485,1300,79
8486,1243,1
8487,18,1
8488,10,3
8489,2447,13
8490,44,288
8491,190,912
8492,41449,1428
8493,60,78
8494,74643,24
8495,5749,48
8496,26407,1
8497,119,1
8498,3,288
8499,14,2
8500,2105,1
8501,1437,1
8502,1,1
8503,40381,863
8504,357,288
8505,1,1
8506,19,15
8507,109,1
8508,1293,13
8509,67612,3
8510,1179,2
8511,13703,13
8512,1178,50890
8513,16,4
8514,14,720
8515,13,6
8516,1152,2
8517,1030,1
8518,3366,1
8519,216,288
8520,1123,289
8521,1507,583
8522,4049,3
8523,4772,1
8524,5575,1
8525,171,14
8526,1178,180
8527,2609,288
8528,402,3
8529,560,7
8530,1269,2
8531,1021,24
8532,2427,1
8533,156,96
8534,115,2060
8535,61,13
8536,1,288
8537,100369,24
8538,34103,24
8539,12851,1
8540,16,96
8541,14350,6580
8542,18008,46
8543,789,3
8544,499,1
8545,10333,3
8546,1025,2
8547,3354,1
8548,597,4
8549,533,2
8550,1063,18
8551,1,288
8552,290,288
8553,1665,251
8554,1,864
8555,117,5495
8556,1362,76
8557,10374,33
8558,261,96
8559,1375,1
8560,1024,8
8561,199,118
8562,1007,288
8563,76865,1
8564,1056,3
8565,1208,149
8566,1,288
8567,156,3
8568,21,342
8569,1,288
8570,10206,1
8571,13,22
8572,174,288
8573,583,288
8574,10917,8
8575,17,2
8576,1523,1
8577,13,55
8578,1844,1
8579,290,28
8580,2420,1
8581,11142,34
8582,11332,2
8583,1038,1
8584,103,58
8585,114,23
8586,1341,1
8587,6900,1
8588,196,2
8589,237,1
8590,1941,12
8591,10990,3040
8592,151,855
8593,1453,288
8594,10342,1402
8595,1752,288
8596,146,198
8597,1,1
8598,516,2472
8599,148,289
8600,25,482
8601,291,1
8602,11147,96
8603,165,1
8604,13776,2
8605,129,4
8606,3065,168
8607,1860,1
8608,4760,96
8609,1165,14
8610,194,120
8611,1,1440
8612,1042,4780
8613,3237,288
8614,12552,300
8615,1159,1
8616,516,1440
8617,1079,1
8618,1913,1440
8619,44602,1
8620,1475,9
8621,1076,1
8622,310,1
8623,1174,5
8624,142,288
8625,1405,19
8626,121,282
8627,1,1
8628,21,2
8629,2529,9
8630,175,5457
8631,19951,719
8632,1341,288
8633,1303,4
8634,2358,1
8635,14379,1
8636,119632,9
8637,1,587
8638,2360,288
8639,1229,1
8640,2055,3
8641,1061,1440
8642,29892,1
8643,72962,1
8644,2101,1
8645,1,1
8646,1,2
8647,343,1
8648,17664,24
8649,1011,1
8650,27,288
8651,11661,1540
8652,15,1
8653,2805,24
8654,1303,1
8655,46378,1
8656,224,96
8657,30,1
8658,121043,1
8659,35,9
8660,1073,1
8661,2802,24
8662,3,610531
8663,15,1
8664,107,69
8665,127596,1
8666,1236,1
8667,2609,1
8668,220,1440
8669,111036,19
8670,255,720
8671,16,2880
8672,1091,1440
8673,1015,720
8674,59,1440
8675,15,1
8676,10,9
8677,1942,6086
8678,14,17905
8679,30,288
8680,337,288
8681,856,288
8682,124654,49
8683,12828,48
8684,2375,4
8685,44496,1
8686,22416,288
8687,74,245
8688,10431,507
8689,136,288
8690,110,1440
8691,1047,21
8692,643,2
8693,1641,3
8694,5154,1
8695,458,575
8696,1115,26
8697,114,1445
8698,127,1440
8699,2559,1
8700,490,4
8701,13,289
8702,1026,480
8703,28493,288
8704,37,1440
8705,203,1
8706,30990,36
8707,40,24
8708,79,6
8709,117100,1
8710,31,1
8711,347,288
8712,151060,1
8713,5757,24
8714,10,200006
8715,116,913
8716,444,1
8717,32,2
8718,14163,720
8719,128,144
8720,66448,9
8721,7329,120
8722,20,434
8723,14,1
8724,1066,422
8725,13103,276
8726,1716,118
8727,1022,548
8728,125,10
8729,14922,1
8730,203,1
8731,349,664
8732,329,1440
8733,152256,23
8734,502,13
8735,1098,3
8736,10064,288
8737,236,1
8738,1171,288
8739,22,2
8740,2981,23
8741,1205,2
8742,1135,20
8743,192838,1
8744,451,14
8745,1140,1440
8746,1,1440
8747,1179,289
8748,73,18140
8749,15218,13
8750,10404,13
8751,25187,1
8752,756,8
8753,514,300
8754,13620,1
8755,11,12
8756,108922,7
8757,13694,3
8758,1908,4
8759,10,1440
8760,2028,40
8761,25,3
8762,2785,477
8763,185,288
8764,1473,188
8765,1293,48
8766,104,27
8767,2464,1
8768,1801,2805
8769,1,2
8770,97,288
8771,2,287
8772,1008,1
8773,113,63
8774,12634,1
8775,6307,1
8776,1409,1
8777,30752,24
8778,2537,2
8779,3206,1
8780,10730,1
8781,404,288
8782,100731,1
8783,15,1
8784,2112,230
8785,122102,116
8786,1,1
8787,108,293
8788,1390,16
8789,1730,310
8790,1,480
8791,30801,18
8792,50,1
8793,10,46
8794,145,288
8795,1354,6
8796,140,288
8797,14112,1
8798,142,1440
8799,2,1440
8800,5238,327
8801,1025,99
8802,1948,9
8803,2241,289
8804,226,288
8805,1048,1
8806,76382,1
8807,12743,6
8808,2216,9
8809,1081,1
8810,114,12
8811,360,3
8812,922,2518
8813,372,288
8814,15,1
8815,8073,1
8816,1,8566
8817,179,288
8818,10096,6
8819,15,3
8820,2,222943
8821,110,1
8822,1052,3
8823,15,16612
8824,1,1
8825,9775,3
8826,155,540
8827,155,288
8828,1194,206
8829,1,1440
8830,1099,1
8831,1330,1
8832,2860,1
8833,1262,1
8834,117,1440
8835,1,288
8836,30,2
8837,300110,1
8838,3631,1974
8839,1409,1
8840,15,1
8841,5235,1
8842,1859,1
8843,1376,224
8844,59,11148
8845,2268,6
8846,2707,1
8847,3,254
8848,100,59
8849,102,480
8850,24740,1
8851,45,1440
8852,87,1
8853,341,1
8854,1476,449
8855,1071,4
8856,551354,12
8857,1,1
8858,15,6008
8859,1,214787
8860,20428,48
8861,1945,1432
8862,2838,1
8863,111,95
8864,1792,288
8865,11694,289
8866,1073,1
8867,16,218813
8868,1464,1
8869,18,1
8870,22,1
8871,792,4
8872,15,1
8873,1031,8
8874,1135,4
8875,2096,31
8876,5446,1682
8877,188,1
8878,1371,2
8879,79636,1
8880,23,2
8881,1,1
8882,10146,37
8883,1000,4
8884,12,1
8885,232905,1
8886,25913,1472
8887,46,288
8888,1718,144
8889,1,289
8890,1,1
8891,4923,144
8892,9020,5978
8893,1511,47
8894,784,1
8895,1171,1
8896,2060,1
8897,239,288
8898,112,167
8899,5251,28
8900,120,477
8901,1741,9
8902,10124,1
8903,15,1
8904,26,288
8905,1250,1
8906,206018,3
8907,124,8588
8908,148,507
8909,173,1
8910,6444,5
8911,163,288
8912,499,4
8913,131,4
8914,1377,2
8915,5206,1
8916,1890,1
8917,7955,240
8918,1077,132
8919,71045,288
8920,229261,1
8921,24037,1
8922,10,2
8923,101,1
8924,13,209
8925,14,2
8926,5952,1
8927,3427,1
8928,300057,1
8929,78,5534
8930,1369,3
8931,4,47
8932,686,15
8933,1915,14
8934,12,441
8935,23811,145
8936,18,1
8937,1090,1
8938,19,1
8939,22051,27
8940,386,12
8941,5166,26
8942,423,1
8943,117,73
8944,509,1
8945,100,150
8946,1744,24
8947,11087,360
8948,391,5011
8949,15,121
8950,1355,1
8951,515,1
8952,271,127786
8953,1039,1
8954,1,1
8955,3406,753
8956,97,27
8957,1074,4
8958,2317,2
8959,1144,1
8960,1,288
8961,1375,1
8962,1138,2
8963,1350,24
8964,1209,1
8965,226,1
8966,62,2323
8967,139,305
8968,1542,1
8969,298,288
8970,20579,1
8971,166,1
8972,150490,470
8973,815,4
8974,694,24
8975,124,1
8976,12083,1
8977,23,192
8978,166,288
8979,1,144
8980,167,288
8981,1586,32
8982,146,1440
8983,1097,10
8984,10,1440
8985,23,4
8986,533,288
8987,10614,1
8988,408,96
8989,1012,2203
8990,1,67166
8991,1086,1
8992,10145,1
8993,100,1
8994,1,1
8995,1181,298
8996,18,1
8997,554,1398
8998,15,288
8999,21201,288
9000,306,792
9001,1021,1
9002,1011,43
9003,265,1
9004,17877,106
9005,45821,1
9006,12,66
9007,1052,11
9008,104,374
9009,1,288
9010,51365,23
9011,39,28
9012,198,1
9013,1322,2
9014,4784,1
9015,2200,152
9016,1,2116
9017,435,144
9018,1248,2
9019,277,1
9020,1234,1
9021,4,2
9022,1332,690
9023,410,16
9024,262591,1
9025,33,1
9026,1,1
9027,237,1
9028,1258,2
9029,187,480
9030,23,4
9031,861,2
9032,1279,1
9033,102,4663
9034,113941,1
9035,373,12
9036,1195,9
9037,25344,26
9038,3683,1
9039,5347,30
9040,119,632
9041,1439,1
9042,414,288
9043,18,1
9044,21,2
9045,241151,288
9046,375,1
9047,10098,1
9048,15,1
9049,1,180
9050,13,10
9051,22,2
9052,108,288
9053,31,1
9054,13,1
9055,7274,1
9056,2117,33
9057,9282,360
9058,607,144
9059,5059,288
9060,1362,1
9061,867,30
9062,276,1440
9063,2664,13
9064,1890,285
9065,31386,1
9066,1155,288
9067,14213,1
9068,1539,8
9069,162,288
9070,43,288
9071,12,24
9072,123,479
9073,21887,1
9074,10091,2
9075,1,1
9076,141646,1
9077,2,288
9078,146,29366
9079,24441,1
9080,1179,4
9081,108,1
9082,15384,48
9083,48838,48
9084,3,288
9085,1,1
9086,558,1
9087,2721,2
9088,361,31
9089,17861,1
9090,17,3
9091,15,1
9092,28851,1
9093,1060,1
9094,75,642
9095,108,1
9096,208,1440
9097,3427,1
9098,152,1
9099,1054,1
9100,296,330
9101,307,1
9102,1453,10
9103,515,2
9104,1,581
9105,11622,24
9106,188,288
9107,1302,1
9108,15,1
9109,2416,3
9110,118,2
9111,352,6
9112,5085,144
9113,768,2
9114,11874,1
9115,1033,2
9116,1796,5
9117,10064,96
9118,777,1440
9119,2522,145
9120,12,574
9121,57,5760
9122,11138,3
9123,18,106483
9124,216,20
9125,127,7
9126,539,2
9127,26832,2
9128,10665,24
9129,443,1
9130,2581,1
9131,4477,20
9132,156,1
9133,15,1
9134,77168,1
9135,1516,1
9136,579,2
9137,78,15
9138,1081,144
9139,1341,1
9140,1,1
9141,2766,33
9142,484,1
9143,17014,44
9144,2,24
9145,227,288
9146,119,1
9147,220,288
9148,1,288
9149,260,60
9150,132,1
9151,103,288
9152,71226,1
9153,3265,24
9154,19183,128
9155,1,10420
9156,178,7
9157,45,287
9158,1015,1
9159,1145,1
9160,16901,5
9161,111,27697
9162,122,24
9163,204394,10
9164,29660,1439
9165,178,46
9166,1270,144
9167,126485,656
9168,29,1
9169,101,758
9170,1426,49
9171,3191,1
9172,16000,869
9173,1090,288
9174,140,1440
9175,135,288
9176,645,96
9177,1,1
9178,1514,24
9179,10457,3
9180,1143,3
9181,101889,4
9182,13788,1
9183,21485,1
9184,23,24
9185,165,13
9186,1010,21
9187,1359,1
9188,140901,1
9189,4407,288
9190,2459,9
9191,12000,1
9192,1495,1440
9193,1463,6
9194,4785,8
9195,3275,24
9196,1697,8635
9197,256,311
9198,10722,1
9199,1000,5
9200,14782,24
9201,1151,8
9202,313,1712
9203,8108,1
9204,1276,21
9205,715,5
9206,11931,288
9207,4373,1440
9208,184,288
9209,214,4
9210,296,4
9211,287,31
9212,7657,1
9213,1,1440
9214,272,288
9215,1,288
9216,19,1
9217,3208,2
9218,82039,270
9219,102,8597
9220,587,10
9221,18,1
9222,1340,48
9223,6882,1
9224,10109,2
9225,68,5
9226,1165,2
9227,394,288
9228,1987,9
9229,107,1440
9230,132367,3
9231,11,336816
9232,1247,286
9233,2,289
9234,55,32
9235,841,1438
9236,15,1
9237,15,1
9238,14591,48
9239,109,1
9240,2271,24
9241,13298,25
9242,4306,1
9243,144,289
9244,1777,46
9245,28,4298
9246,1552,1
9247,23,232
9248,12,1
