FunctionID_f,AvgServiceTimeMillisec,Invocations30Days
3763,1597,1
3764,122466,2
3765,38,5
3766,18,1
3767,1315,3445
3768,141,156
3769,1229,1
3770,10297,1
3771,12043,1
3772,638,346
3773,1451,97
3774,5092,1
3775,24226,288
3776,352,1440
3777,2146,2
3778,1,1
3779,935,20
3780,2278,288
3781,15,1000
3782,6202,1
3783,179,390
3784,137,36386
3785,2057,1440
3786,311,287
3787,1274,14
3788,46051,1
3789,1253,48
3790,184,8
3791,950,4
3792,13334,1
3793,1,23666
3794,1452,288
3795,230,1440
3796,10,1
3797,512,1
3798,111,1443
3799,139,5
3800,1037,288
3801,1186,1440
3802,922,1
3803,171517,1
3804,206,14
3805,4183,96
3806,127,1125
3807,3174,1
3808,1184,482
3809,22,2
3810,16,2
3811,601,1
3812,1230,28
3813,1048,1
3814,1513,2
3815,1498,19
3816,2394,14
3817,1047,7
3818,142,1
3819,1015,24
3820,1,288
3821,430,1445
3822,137565,4
3823,1,11439
3824,30195,1
3825,12,2
3826,810,26
3827,1025,590
3828,1164,27
3829,184,47
3830,1,288
3831,10692,9
3832,51123,21
3833,11,10697
3834,21669,12
3835,95,1440
3836,196,11
3837,10999,288
3838,1842,24
3839,1855,144
3840,1630,4271
3841,1,288
3842,1094,10
3843,344,1
3844,7724,1
3845,1221,1
3846,4450,1
3847,115,7200
3848,1006,1
3849,12,1
3850,1379,1
3851,17,6714
3852,1310,27
3853,1,359
3854,1048,2
3855,5187,1
3856,1426,288
3857,566,288
3858,740,1440
3859,7819,720
3860,16,1
3861,171,1
3862,148,9
3863,15,1
3864,2285,48
3865,1061,12
3866,680,4
3867,111,2765
3868,1,1
3869,1049,1
3870,81,288
3871,123,1
3872,205,24
3873,162,288
3874,120,1440
3875,2244,5
3876,2211,3
3877,1,24
3878,14148,1
3879,15,1
3880,131,263
3881,1,1
3882,106,1
3883,357,1
3884,1682,1
3885,12405,3
3886,31,2
3887,14289,1
3888,1116,144
3889,1007,720
3890,193,112
3891,437,288
3892,600,6
3893,5557,1
3894,11021,4
3895,15,1440
3896,1065,89
3897,7626,1
3898,15,1
3899,118,1204
3900,21104,1445
3901,1,1
3902,109,5
3903,1046,1
3904,4980,1
3905,154,11
3906,2798,1
3907,1038,2876
3908,13,62
3909,206,96
3910,4,290
3911,729,20
3912,15585,54
3913,11315,1
3914,18,6
3915,10253,1
3916,652,288
3917,8797,35
3918,1,1
3919,183,36
3920,4978,1
3921,1495,2
3922,16,73
3923,10853,36
3924,1534,4
3925,149,288
3926,1430,54
3927,19987,25
3928,29454,577
3929,1675,1
3930,1403,1
3931,15772,287
3932,8911,4
3933,416,3
3934,1,1
3935,11,1
3936,2191,90
3937,1521,288
3938,2768,1
3939,30,33694
3940,16,288
3941,2142,43
3942,422,288
3943,248,1440
3944,41697,48
3945,15119,288
3946,100,3
3947,1593,288
3948,1665,27
3949,30,2
3950,12942,1
3951,1097,5638
3952,39,24
3953,1058,2883
3954,1183,1
3955,164152,1
3956,1890,1
3957,199,144
3958,143,1
3959,107,515970
3960,13406,1
3961,1737,145
3962,483,1
3963,10967,12
3964,624,1
3965,13,288
3966,27,5501
3967,1,360
3968,5400,5
3969,10,1443
3970,102,4
3971,15277,1
3972,408,7
3973,1273,144
3974,1414,5
3975,593,1
3976,1,1440
3977,661,288
3978,730,288
3979,10,1
3980,159,1440
3981,30427,1
3982,15,3
3983,1726,1
3984,2,5898
3985,1,1
3986,1227,1
3987,1,288
3988,2447,144
3989,108844,1
3990,1006,3
3991,220,5
3992,1019,1
3993,1,288
3994,12056,65
3995,103,33
3996,22313,13
3997,43,334
3998,1,1
3999,739,3
4000,5546,1
4001,185,289
4002,8,288
4003,109,1
4004,1497,1440
4005,105,252290
4006,508,4
4007,1,1440
4008,264,1
4009,10164,48
4010,74,16
4011,1003,14
4012,1432,2
4013,1,2660
4014,1009,3
4015,1292,5
4016,1,288
4017,13047,1
4018,182,24
4019,1,288
4020,3849,1
4021,1,5759
4022,1789,48
4023,13053,1
4024,7746,1440
4025,3911,1
4026,22,2
4027,1693,397
4028,1205,35
4029,1750,96
4030,30596,1
4031,1557,198
4032,336,453
4033,9362,1
4034,473,24
4035,279,72
4036,1085,288
4037,153,288
4038,2035,3
4039,1339,1
4040,1,1
4041,102396,1
4042,134,4216
4043,1,142815
4044,180,1
4045,1739,720
4046,342,7
4047,772,58
4048,109,288
4049,106,81
4050,1881,7
4051,1324,4
4052,1,288
4053,221,1440
4054,15726,1
4055,135,8
4056,121,2874
4057,120,3
4058,3556,20
4059,82,86387
4060,1430,1440
4061,120,6
4062,1151,2
4063,1,1440
4064,223,1
4065,1649,18
4066,11,1433
4067,4729,5
4068,543,2
4069,781,1
4070,256,1440
4071,1,1
4072,52,1
4073,1060,1
4074,3119,1
4075,1,1440
4076,661,6
4077,1826,1
4078,12061,9
4079,10672,1440
4080,4,288
4081,15,4
4082,7,576
4083,346,288
4084,1066,6
4085,14189,219
4086,3961,288
4087,215,1
4088,164,262
4089,37,288
4090,17,1
4091,1230,112
4092,1166,1
4093,246,13680
4094,159,25
4095,168920,24
4096,141,349
4097,1,1440
4098,455,1440
4099,1254,934
4100,174,30
4101,1155,14
4102,318,47
4103,1399,48
4104,1,66551
4105,909,17216
4106,9,44180
4107,2633,96
4108,2068,28
4109,1040,1
4110,1688,1
4111,1132,1
4112,1602,2
4113,195,3018
4114,10397,1
4115,1,288
4116,406,1
4117,1,1
4118,304,147
4119,1028,13
4120,1,1
4121,1793,160
4122,235,2
4123,654,8635
4124,46,1
4125,717,2
4126,4179,288
4127,29,1
4128,15,1
4129,140,288
4130,445,1
4131,36,1
4132,1050,8629
4133,1862,286
4134,109,1
4135,16,288
4136,92,288
4137,36856,1
4138,1313,1
4139,118,2
4140,171,1
4141,12,322
4142,110,5957202
4143,16,3
4144,210,2
4145,12766,3
4146,1,1
4147,12703,46
4148,1,1
4149,19,288
4150,24411,1
4151,1425,288
4152,63,480
4153,46,1
4154,2840,163
4155,10,3
4156,4,8572
4157,1030,2
4158,31,1
4159,67405,24
4160,23,2
4161,1,480
4162,262,288
4163,15,1
4164,160,240
4165,262,56
4166,10918,1
4167,159,1440
4168,2024,288
4169,108030,2
4170,583,1
4171,100641,144
4172,2328,1
4173,1,17279
4174,42,102
4175,131,28
4176,103667,1
4177,1201,2
4178,1084,1
4179,21770,1356
4180,2593,1
4181,1033,13
4182,100048,48
4183,4761,583
4184,39,2
4185,75,1439
4186,31,1
4187,30,2
4188,1,1
4189,19987,5
4190,1260,11656
4191,178,1440
4192,1031,1
4193,6160,18
4194,1480,2737
4195,152,181
4196,592,10
4197,125,8198
4198,27,6
4199,14601,720
4200,2645,2
4201,108561,1
4202,150,288
4203,17241,4
4204,21379,1
4205,188,288
4206,1233,1
4207,1826,48
4208,1,1440
4209,25,288
4210,159,2859
4211,1016,2
4212,1060,96
4213,10030,1
4214,246,386
4215,12757,288
4216,10132,48
4217,24,2
4218,472,288
4219,2123,1092
4220,162346,24
4221,115,288
4222,1667,1
4223,15,1
4224,82,288
4225,138,288
4226,103531,24
4227,100,480
4228,407,1
4229,42308,1446
4230,6278,12
4231,1,263864
4232,827,288
4233,1032,240
4234,63872,720
4235,101,2
4236,59,6
4237,15695,96
4238,30837,2704
4239,103,16836
4240,23,1
4241,1719,1
4242,91,12
4243,1,288
4244,149,288
4245,160070,72
4246,117,480
4247,10770,823
4248,1,1
4249,1062,23386
4250,62,288
4251,150,703
4252,31,1
4253,10,6995
4254,12201,1521
4255,1392,1438
4256,1023,48
4257,1,1445
4258,636,267
4259,5840,2333
4260,172,1
4261,1029,288
4262,268,1
4263,1049,1
4264,5644,1
4265,101544,20
4266,20628,1414
4267,188,146
4268,3683,1
4269,139,26
4270,66328,2
4271,19020,1
4272,117,5
4273,10400,3
4274,231,700
4275,421,1
4276,188,11
4277,266,1440
4278,279,21
4279,269964,40
4280,146,288
4281,213,1590
4282,262,13
4283,333,944
4284,1769,1
4285,31,1
4286,1179,24
4287,153,2
4288,158,34
4289,98,1440
4290,25096,2
4291,108,1
4292,3,288
4293,1197,1
4294,970,288
4295,110,24
4296,106,1
4297,1,1
4298,10843,1
4299,28,289
4300,407,288
4301,210,3
4302,101,8640
4303,32,152
4304,5519,1
4305,11895,2363
4306,11,106428
4307,1314,1
4308,409,2
4309,104,1111
4310,1,360
4311,12539,1440
4312,107,1962624
4313,21,272
4314,2284,1
4315,1510,112818
4316,1026,1
4317,1,5748
4318,1006,1313
4319,187,1
4320,361,6
4321,1325,1
4322,304029,129
4323,1658,34847
4324,1166,22
4325,200,1
4326,108,1440
4327,538,58
4328,5168,1
4329,369,827
4330,102,1568
4331,1610,3
4332,15,1
4333,11,2
4334,21767,1
4335,139,288
4336,460,2
4337,19079,1
4338,16,1
4339,26,288
4340,2569,8
4341,292,128
4342,146,288
4343,898,64
4344,1043,34
4345,20,2843
4346,1096,1
4347,18,288
4348,2390,1
4349,11,18
4350,18,5
4351,576,7
4352,1552,1
4353,92,288
4354,2046,2
4355,1046,4
4356,1537,2
4357,11755,90
4358,1,288
4359,42,1914
4360,14,288
4361,141,4
4362,786,5
4363,175,288
4364,104,144
4365,3319,20
4366,3642,24
4367,1598,1
4368,1,739
4369,20255,1
4370,53,551
4371,5,11943
4372,2408,1
4373,1001,2
4374,1,1
4375,275,1
4376,2146,2016
4377,1290,1
4378,12,6244
4379,3006,288
4380,103767,287
4381,27,479
4382,512,5
4383,1494,288
4384,12332,144
4385,1023,1
4386,61081,1
4387,2265,4
4388,393,1
4389,100873,1
4390,1017,292
4391,1001,1
4392,89717,8
4393,1071,2
4394,13,13
4395,427,2
4396,3429,1
4397,11809,45
4398,219,2
4399,1628,24
4400,123,44
4401,1917,96
4402,215,1
4403,101,1
4404,1021,288
4405,2352,2
4406,2427,24
4407,1708,288
4408,183,96
4409,10676,17
4410,2968,1
4411,15,1
4412,3207,5
4413,206,423
4414,1,1
4415,119,348947
4416,2,17218
4417,256,244626
4418,1,3499379
4419,3621,96
4420,113,4
4421,327,49
4422,119,1
4423,1273,24
4424,101,3
4425,1075,1
4426,101,2
4427,159,1
4428,1,4
4429,1218,857
4430,113696,144
4431,1801,6
4432,1,1
4433,3375,1
4434,1,288
4435,248184,1
4436,23278,1
4437,109,1
4438,1602,288
4439,255279,1
4440,101446,96
4441,1349,1
4442,3273,3
4443,1,288
4444,246,2
4445,111,1
4446,115,78
4447,1040,17282
4448,438,49
4449,5065,1437
4450,1378,168
4451,66,1
4452,179,288
4453,11225,1
4454,2960,92
4455,23,3
4456,388,1440
4457,11318,4
4458,1453,224
4459,46,1
4460,7343,72
4461,253,7
4462,118,83062
4463,1165,269
4464,1251,9
4465,1148,29
4466,1346,1
4467,156,8
4468,19,1
4469,12,5741
4470,5965,1
4471,2889,4
4472,151,168
4473,119,8774
4474,77322,72
4475,1,288
4476,11,1
4477,1029,326
4478,193,1
4479,85581,72
4480,18,618
4481,1244,1
4482,609,1
4483,58741,1
4484,1,719
4485,1101,2
4486,688,1
4487,190,1
4488,127362,54
4489,13337,12
4490,162,2
4491,12,1
4492,22019,1
4493,220,1
4494,36259,288
4495,3110,8
4496,14572,1
4497,1003,221
4498,52240,2141
4499,1,2
4500,149,1440
4501,63,576
4502,1224,1196
4503,486,1440
4504,1103,288
4505,1186,1
4506,1446,8
4507,2411,288
4508,1216,1
4509,2870,3
4510,1280,1
4511,1078,1
4512,31,2
4513,1754,1
4514,1,11476
4515,12394,60
4516,2580,1
4517,1151,7
4518,1,43169
4519,15,1
4520,131,288
4521,162,370
4522,2,5584
4523,101,720
4524,1989,63
4525,1669,2
4526,282,287
4527,1,720
4528,1056,1
4529,21502,1440
4530,5354,2
4531,1832,288
4532,1113,4
4533,11,104512
4534,566,4
4535,1174,162
4536,1,289
4537,1793,46
4538,41578,24
4539,174,619937
4540,13,1360
4541,215,288
4542,263,2560
4543,1271,39
4544,1,144
4545,140,144
4546,170,1
4547,2339,96
4548,320,640
4549,2650,2
4550,109,1
4551,8278,3
4552,162,173
4553,8074,1
4554,24625,7
4555,29,1
4556,105,248
4557,3092,4
4558,1515,101
4559,2908,1
4560,106711,1
4561,241,356
4562,203,1
4563,2,7799
4564,16,1532
4565,1407,1
4566,55,7293
4567,45,2
4568,10975,24
4569,1018,168
4570,23069,24
4571,525,9
4572,107,1440
4573,1765,11
4574,314,288
4575,108,59
4576,18,1
4577,3809,1
4578,1304,288
4579,1018,81521
4580,44,1
4581,300,288
4582,207789,240
4583,103,1957
4584,241,7
4585,15,1
4586,1750,1
4587,13361,2
4588,182,96
4589,156,1440
4590,203287,2
4591,12654,5662
4592,10,3
4593,8608,1
4594,847,10
4595,1047,2
4596,1035,17
4597,124,287
4598,1222,60654
4599,348,288
4600,124,885
4601,119,289
4602,1345,1
4603,31,1
4604,10,288
4605,239,288
4606,223,21555
4607,24547,991
4608,111,113
4609,1195,165
4610,11863,48
4611,905,288
4612,16059,62
4613,11646,3
4614,1255,3
4615,170,1
4616,75,288
4617,1393,1
4618,1,1
4619,1,1440
4620,199,271
4621,1095,88
4622,110989,16441
4623,123,1
4624,1027,25
4625,111,288
4626,4816,288
4627,4812,1
4628,8030,1
4629,1,1
4630,1793,1
4631,1215,1
4632,10,159
4633,38222,1
4634,2124,7
4635,33569,14
4636,120,19
4637,1545,30
4638,1302,236
4639,109403,24
4640,63221,1
4641,15,1
4642,13815,14
4643,164,36
4644,453,1
4645,357,18
4646,1255,5
4647,1516,11021
4648,322,1440
4649,42,1179
4650,10,2327
4651,1907,1
4652,216,3
4653,53550,2
4654,112,12
4655,157,155
4656,15111,144
4657,25023,79
4658,95,72
4659,208,3304161
4660,101,150
4661,793,480
4662,379,288
4663,106597,242
4664,104063,11
4665,1,1440
4666,134,33945
4667,1222,717
4668,1257,377
4669,29,1
4670,268,288
4671,32259,24
4672,1,1
4673,100296,1
4674,198,720
4675,323,288
4676,1006,10
4677,122,288
4678,14382,1479
4679,2,288
4680,19,1
4681,17558,1
4682,199,288
4683,10,1
4684,187,1
4685,118,1
4686,7145,2
4687,1203,1
4688,21306,4
4689,32,288
4690,2767,24
4691,10449,3153
4692,661,720
4693,1,1
4694,17143,96
4695,1442,14
4696,1,86121
4697,10126,1
4698,1061,9
4699,546489,1
4700,13,1
4701,11,1
4702,170,288
4703,1691,288
4704,1725,1
4705,1921,9
4706,150473,4
4707,112,1
4708,1903,2
4709,26900,1
4710,12245,5709
4711,2187,1
4712,108,1440
4713,1280,1
4714,221,4082
4715,369,792
4716,1121,19
4717,45,32
4718,1437,1
4719,1,1
4720,771,1
4721,20500,1
4722,1083,6
4723,888,4
4724,1034,5827
4725,3,1440
4726,39685,2
4727,113443,1
4728,1600,288
4729,133,6
4730,20021,96
4731,15725,1
4732,856,24
4733,196,288
4734,150,1
4735,3390,2
4736,295359,48
4737,1067,7
4738,5138,4
4739,699,720
4740,618,287
4741,551,1387
4742,1648,42
4743,120,288
4744,1547,1
4745,72,2
4746,10204,288
4747,14831,1
4748,145,10
4749,155,288
4750,1134,8
4751,430,1
4752,1436,576
4753,20073,288
4754,1269,1
4755,1258,1
4756,201,2
4757,1,17235
4758,18,1
4759,1259,1
4760,25951,15
4761,1058,28
4762,1027,1
4763,1262,4
4764,10236,48
4765,1773,132
4766,3792,2
4767,1,288
4768,164,288
4769,29,186
4770,398,2
4771,1,11867
4772,48760,1
4773,1082,1
4774,275,11
4775,199,1445
4776,1497,9516
4777,801,130
4778,185,24
4779,3918,27
4780,1155,1
4781,119,1
4782,19243,5
4783,1112,5
4784,300132,4
4785,1,1728
4786,1453,1
4787,25587,38
4788,756,284
4789,1300,2
4790,16,287
4791,2025,288
4792,16,1
4793,107,480
4794,1000,8
4795,131,42
4796,251,1
4797,1394,122
4798,28,1
4799,20,2
4800,1098,10
4801,1446,503
4802,27634,1
4803,2844,2
4804,102,13
4805,108,10
4806,259,28
4807,109,4269
4808,127,1440
4809,1,1440
4810,132,3
4811,486,1
4812,315,1440
4813,1400,108
4814,264,7
4815,1281,1
4816,97,587
4817,14943,2
4818,16,13959
4819,5449,1
4820,1038,1
4821,113,288
4822,1065,2
4823,443,288
4824,21,1
4825,1363,1
4826,2390,1
4827,12971,1
4828,154,36
4829,1,1
4830,1076,1
4831,1066,163
4832,1691,1
4833,3972,96
4834,1,2
4835,156,1
4836,243940,1
4837,14707,72
4838,1138,1
4839,8772,17141
4840,15,1
4841,4097,9
4842,6761,1
4843,201,1440
4844,289,1195
4845,141,60
4846,1074,6
4847,2020,6
4848,1268,1
4849,1093,480
4850,153,3
4851,23977,2
4852,12466,1
4853,1086,96
4854,12,1
4855,30403,2840
4856,1713,1
4857,1317,1
4858,148,288
4859,1,1
4860,216,288
4861,12233,129
4862,121,1440
4863,2323,56
4864,1,288
4865,11345,24
4866,1691,288
4867,10074,24
4868,31626,1
4869,348,4
4870,29,17189
4871,539,1440
4872,208,62
4873,1026,54552
4874,2662,36
4875,472,6
4876,1026,45
4877,1,288
4878,1,1
4879,13,1
4880,190,1440
4881,51,104
4882,1022,2
4883,133,288
4884,113,3678
4885,129,782
4886,1191,1
4887,25680,5
4888,772,15
4889,113,13
4890,1247,24
4891,1,1
4892,105,351
4893,102,2
4894,5460,1
4895,151,99331
4896,9268,96
4897,4055,42
4898,2,96
4899,233,15
4900,10639,1
4901,10,3
4902,1019,42
4903,100303,1
4904,7825,48
4905,1,1440
4906,10076,48
4907,11,42
4908,139,1
4909,2166,96
4910,1,480
4911,15368,277
4912,12,7010
4913,61572,6
4914,318,3
4915,1179,17281
4916,3617,1
4917,651,1
4918,159,25
4919,632,1440
4920,10829,31
4921,33991,1
4922,1357,915
4923,232,31
4924,179,1
4925,3961,288
4926,1,5
4927,1,1
4928,3354,5
4929,810,1
4930,275,288
4931,109,18
4932,53,688142
4933,641,22
4934,10,95406
4935,1025,1
4936,263,3240
4937,3972,1
4938,392,1861
4939,15,1
4940,412,662
4941,10,2092
4942,1099,1
4943,3016,8
4944,1185,37
4945,7260,1
4946,1192,1
4947,171,10
4948,254,1439
4949,2605,8
4950,28,288
4951,28462,96
4952,12,1774
4953,1980,24
4954,546,425124
4955,5,5
4956,1624,65
4957,37,1
4958,1346,1
4959,1985,1
4960,1037,1
4961,2096,2
4962,1207,1
4963,637,1436
4964,12097,24
4965,10751,1
4966,504,5
4967,1004,1
4968,209,1440
4969,861,288
4970,4593,72
4971,1244,1
4972,3100,1
4973,296,1
4974,31158,6
4975,189,48
4976,34864,1
4977,1439,1
4978,1896,1
4979,451,1440
4980,159271,1
4981,217,55
4982,1335,1
4983,2088,7
4984,1042,1
4985,26076,85
4986,15332,24
4987,718,288
4988,4021,1
4989,1648,1
4990,1463,5
4991,1302,32
4992,1198,24
4993,156,1
4994,79,480
4995,1,1440
4996,62,4
4997,138212,305
4998,1,1440
4999,1556,480
5000,15246,1
5001,3014,96
5002,12292,285
5003,1463,19
5004,1,1440
5005,108,2882
5006,343,1445
5007,1939,288
5008,568,288
5009,1,1
5010,114,720
5011,1410,2
5012,1306,1
5013,140,1
5014,1711,1
5015,569,118
5016,172,48
5017,100,1
5018,381,6
5019,29,1
5020,991,4
5021,1036,8
5022,10344,1
5023,628,4
5024,12986,94
5025,124064,4
5026,80,60
5027,15741,1
5028,105,1440
5029,16484,1
5030,1327,1
5031,132,21
5032,4289,1
5033,158146,1
5034,1230,1
5035,181,95
5036,11619,42
5037,10802,48
5038,502,11
5039,111,3
5040,1,1
5041,14,8627
5042,19,1
5043,5003,78234
5044,55,282
5045,12151,1
5046,1898,1086
5047,10428,24
5048,7008,288
5049,1000,1
5050,4210,24
5051,1274,46
5052,18544,1
5053,6403,1
5054,68032,144
5055,1080,24
5056,3160,47
5057,31733,8
5058,1791,964
5059,2,288
5060,19,1
5061,61,2
5062,4336,1
5063,17,2871
5064,1856,1440
5065,1,256190
5066,458,3
5067,10,3
5068,5353,1
5069,18993,1422
5070,1055,770
5071,112,37
5072,245,24
5073,10519,1
5074,1808,2274
5075,4093,1
5076,2,288
5077,70517,28
5078,108,24
5079,3139,2
5080,10241,2
5081,28,1
5082,192,22
5083,703,19
5084,1,1
5085,128,528
5086,5905,96
5087,214,288
5088,1,1
5089,23,64377
5090,49,288
5091,446,600
5092,1242,165
5093,5250,2
5094,29857,15
5095,635,79
5096,25,69
5097,12,1
5098,10614,288
5099,14,288
5100,116,18753
5101,181204,1
5102,129,2
5103,5904,1
5104,103120,2
5105,1533,1
5106,99,288
5107,1311,1
5108,543544,1
5109,46853,1
5110,40,1
5111,20709,1
5112,1,3398
5113,1,1
5114,10,1078
5115,15664,1
5116,1060,3
5117,14,26
5118,106,101
5119,634,1
5120,156,1
5121,17,2
5122,12092,1
5123,1815,2
5124,10157,1
5125,7589,1
5126,2841,1
5127,100,12197
5128,221,288
5129,67034,1
5130,120,14546
5131,126,720
5132,1,84856
5133,1317,1
5134,10094,3
5135,193,4
5136,192,12
5137,15534,7
5138,111,24
5139,26881,3527
5140,6336,1
5141,1603,1
5142,109,1
5143,125,46
5144,15,1
5145,12,1
5146,6162,140
5147,148,1
5148,17,1
5149,1245,1
5150,1055,2
5151,4957,47
5152,7357,1
5153,1018,228
5154,121,1431
5155,32,2
5156,2899,1
5157,2899,48
5158,1989,58
5159,220,99
5160,143,289
5161,6932,288
5162,6478,12
5163,212,8
5164,103,11
5165,111818,2
5166,4519,61
5167,13,1
5168,58,23700
5169,91955,1
5170,3,2856
5171,17,17280
5172,1,1440
5173,134394,1
5174,138344,29
5175,216,195
5176,116,69
5177,296,22
5178,331,1
5179,18,1
5180,430,287
5181,1023,2
5182,10017,58
5183,113,95
5184,64,13
5185,101,2
5186,1,361
5187,161257,44
5188,19,287
5189,703,1445
5190,1264,5
5191,1,288
5192,14366,5
5193,140,288
5194,10094,35
5195,564,8
5196,17,1
5197,1015,1
5198,3098,1
5199,3321,2
5200,15628,2
5201,5727,16
5202,10922,2
5203,174,722
5204,1054,48
5205,3237,96
5206,1023,2
5207,1089,288
5208,226,1269
5209,1031,2882
5210,177,1440
5211,34,2
5212,1294,10
5213,29,1
5214,1045,1
5215,36410,1
5216,1041,111
5217,717,1
5218,118,576
5219,18,1
5220,552,96
5221,21086,136
5222,315,3
5223,13,1
5224,3603,1
5225,1049,1
5226,16,34626
5227,13,3365
5228,14813,335
5229,300136,24
5230,1843,1
5231,1224,1
5232,29,1440
5233,1745,5
5234,3345,30
5235,29710,5
5236,1,1
5237,2933,22
5238,1059,38
5239,97,28724
5240,1,31030
5241,140,6
5242,2,21280
5243,10,286
5244,4291,75
5245,103,1137
5246,365,48
5247,4542,600
5248,4794,9
5249,11,431730
5250,180,5
5251,2050,8
5252,6680,1
5253,36,144
5254,421,2
5255,7413,1
5256,31,297695
5257,3611,32
5258,38,3
5259,403695,4
5260,1420,126
5261,249,718
5262,19,288
5263,98,1442
5264,155783,5
5265,104,6
5266,110874,2
5267,2347,1609
5268,1368,96
5269,12240,288
5270,1005,1
5271,646,4
5272,518,1
5273,12266,1
5274,19151,1
5275,6351,288
5276,1,288
5277,80980,1
5278,6057,288
5279,2171,1
5280,27995,2188
5281,1381,2
5282,1048,1
5283,108,1
5284,121999,706
5285,112,24
5286,642,288
5287,102,17275
5288,201,23
5289,1435,202570
5290,16,2
5291,2058,24
5292,15,250
5293,484,2
5294,115,30
5295,3578,289
5296,1098,2
5297,4517,1
5298,21031,288
5299,3878,288
5300,1092,5
5301,3001,24
5302,7,288
5303,11,479
5304,4455,1
5305,16791,1
5306,1284,1
5307,359,5750
5308,7135,1
5309,28957,1
5310,150,24
5311,296,12
5312,117,70415
5313,3529,12
5314,1120,4
5315,2974,2
5316,9512,2
5317,2002,2
5318,1011,3
5319,1778,1
5320,239,96
5321,164,288
5322,100,612
5323,330541,1
5324,44,288
5325,10444,1
5326,85568,44
5327,15,1
5328,330,1
5329,182473,73
5330,794,72
5331,480,1440
5332,3136,96
5333,3145,1
5334,60299,1
5335,12927,1
5336,34766,144
5337,124,1
5338,1,1
5339,715,2148
5340,42098,2
5341,1182,155
5342,21309,48
5343,3821,1
5344,15,1
5345,1522,1
5346,1,2766
5347,165615,1
5348,46380,1
5349,298,140720
5350,112,253
5351,4,288
5352,180,288
5353,136,124
5354,3828,5
5355,7718,16
5356,170,288
5357,21,6158
5358,343,1
5359,705,1
5360,1494,1
5361,10154,120
5362,9328,27
5363,119,72
5364,2083,4
5365,224,136
5366,20,1199
5367,672,96
5368,17,1
5369,555,1
5370,1688,1
5371,19,1
5372,12,88
5373,1106,35
5374,23104,96
5375,30926,1
5376,242,49
5377,21,3
5378,579,1
5379,855,288
5380,1231,1
5381,25585,1
5382,1128,288
5383,785,12
5384,101,1966
5385,318,82
5386,12,1
5387,682,2
5388,128,1
5389,3767,1
5390,2029,24
5391,1,1
5392,25656,1
5393,137,288
5394,15,1
5395,5373,2702
5396,719,28
5397,516,17276
5398,15479,86
5399,38,271
5400,3454,1
5401,1,288
5402,14,48
5403,10,10283
5404,1183,1
5405,10,1
5406,131556,303
5407,10,1440
5408,906,1
5409,705,3
5410,2576,8
5411,1919,21
5412,3638,1
5413,725,2
5414,1,1
5415,525,1
5416,33801,24
5417,3504,3
5418,153787,2
5419,24893,1
5420,19199,24
5421,1,1
5422,35244,18
5423,625,1
5424,13,1
5425,1190,1
5426,1361,1
5427,163,11
5428,1046,1
5429,30,97
5430,1427,1
5431,28106,6
5432,1146,4
5433,962,6
5434,237,1
5435,119,26232
5436,6899,1
5437,2210,8
5438,1063,4
5439,115,2
5440,21251,288
5441,47,1
5442,1393,24
5443,1032,2
5444,842,110
5445,15414,1
5446,1078,2
5447,1,1
5448,12,1
5449,120,16796
5450,628,14
5451,1773,362
5452,1110,96
5453,2740,40
5454,1740,4
5455,4775,36
5456,128,360
5457,11,1
5458,1227,432
5459,1468,24
5460,351,24
5461,28,2
5462,2166,289
5463,348,15
5464,1884,1
5465,134,87
5466,5045,288
5467,1670,1434
5468,1283,1
5469,1,1440
5470,1,82
5471,100601,24
5472,2686,288
5473,87,105
5474,52,96
5475,1029,1
5476,15809,1
5477,1840,2
5478,491,288
5479,105,1440
5480,124919,24
5481,154,6
5482,80733,2
5483,210501,1
5484,1332,172161
5485,1511,12
5486,32247,1
5487,1213,1
5488,176,289
5489,10580,1
5490,19,2
5491,1241,1
5492,991,6
5493,24,2
5494,15440,1
5495,145,24
5496,16,288
5497,1347,1
5498,244,97
5499,2843,48
5500,251,652
5501,1844,1
5502,1011,2
5503,15354,1
5504,1,288
5505,1154,1
5506,1,1
5507,103,42
5508,1279,1
5509,782,720
5510,58372,25
5511,300,2
5512,15345,2
5513,1171,3
5514,566,288
5515,159107,72
5516,1,1
5517,1271,1
5518,12,1440
5519,13,1
5520,15,2
5521,18,288
5522,100,1441
5523,1187,2
5524,11966,57
5525,1124,24
5526,11,1
5527,137,4320
5528,16,2
5529,625,58
5530,31,288
5531,28,1
5532,2890,288
5533,1,288
5534,1296,1
5535,145,288
5536,19,1
5537,102,363
5538,52715,1
5539,18,1
5540,1,288
5541,12,1
5542,22,5
5543,2930,1
5544,146,11515
5545,14708,240
5546,493,1
5547,6,288
5548,44,480
5549,228,1
5550,95,1440
5551,123783,1
5552,1573,1
5553,42283,1
5554,15,1
5555,4013,24
5556,608,4155
5557,14109,1
5558,257,215
5559,167,563
5560,15,1
5561,555,2
5562,36,1
5563,20,246
5564,1002,2
5565,115,180920
5566,18253,4
5567,300033,1
5568,15,2
5569,30,6805
5570,315,1
5571,16537,1
5572,1080,48
5573,3227,1
5574,300048,1
5575,108,6
5576,1493,2
5577,168,240
5578,2062,1
5579,251,24
5580,405,287
5581,10513,2
5582,654,108
5583,31,1
5584,102,4320
5585,236,8
5586,46,1
5587,124,720
5588,1,1
5589,16098,1
5590,106,10
5591,161,6
